"","metadata","value","coef","stderr","N","N.not.0","pval","qval","Site","ID","pwy","Type","pheno_Count","pair"
"423","Ethnicity","South East Asian",-0.915976394284495,0.254167923596963,393,382,0.000400561410842566,0.0033309843638487,"Ax","VALSYN-PWY","L-valine biosynthesis","variable",40,"VALSYN-PWY-Ethnicity"
"424","Ethnicity","South East Asian",-1.42142288229741,0.399949050908042,393,364,0.000475188303648207,0.00385024369109829,"Ax","PWY0-162","superpathway of pyrimidine ribonucleotides de novo biosynthesis","variable",40,"PWY0-162-Ethnicity"
"425","Ethnicity","South East Asian",-1.04438370502185,0.296650724091535,393,377,0.000537348466252272,0.00424505288339295,"Ax","ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","variable",40,"ILEUSYN-PWY-Ethnicity"
"426","Ethnicity","South East Asian",-1.41453053282625,0.405030213142406,393,353,0.000591363551281942,0.00443362416222361,"Ax","CITRULBIO-PWY","L-citrulline biosynthesis","variable",40,"CITRULBIO-PWY-Ethnicity"
"427","Ethnicity","South East Asian",-1.13149810120321,0.323301357403857,393,368,0.000577153680043706,0.00443362416222361,"Ax","PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","variable",40,"PEPTIDOGLYCANSYN-PWY-Ethnicity"
"428","Ethnicity","South East Asian",-1.31011448877436,0.375668717958545,393,371,0.00060330961701144,0.00443362416222361,"Ax","PWY-6386","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","variable",40,"PWY-6386-Ethnicity"
"429","Ethnicity","South East Asian",-1.17534159739839,0.338576707366528,393,368,0.000637727459486205,0.00458004266358274,"Ax","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","variable",40,"PWY-6387-Ethnicity"
"430","Ethnicity","South Asian",-0.869789537067952,0.26372185560475,393,378,0.00115798817051393,0.0077856225932426,"Ax","PWY-6124","inosine-5'-phosphate biosynthesis II","variable",40,"PWY-6124-Ethnicity"
"431","Ethnicity","South East Asian",-1.18046266097487,0.369564773205264,393,366,0.00163486100526532,0.0101305296629665,"Ax","ARO-PWY","chorismate biosynthesis I","variable",40,"ARO-PWY-Ethnicity"
"432","Ethnicity","South East Asian",-1.28577900011697,0.40251218471181,393,370,0.00163499054687118,0.0101305296629665,"Ax","PWY-1042","glycolysis IV (plant cytosol)","variable",40,"PWY-1042-Ethnicity"
"433","Ethnicity","South Asian",-0.801303737583906,0.250227535033345,393,378,0.00159488186228106,0.0101305296629665,"Ax","PWY-6123","inosine-5'-phosphate biosynthesis I","variable",40,"PWY-6123-Ethnicity"
"434","Ethnicity","South East Asian",-1.28379516235895,0.400240700043563,393,337,0.00156389705131871,0.0101305296629665,"Ax","SULFATE-CYS-PWY","superpathway of sulfate assimilation and cysteine biosynthesis","variable",40,"SULFATE-CYS-PWY-Ethnicity"
"435","Ethnicity","South East Asian",-1.14961076442062,0.362670344188113,393,366,0.00177081611599305,0.0103625535676631,"Ax","COMPLETE-ARO-PWY","superpathway of aromatic amino acid biosynthesis","variable",40,"COMPLETE-ARO-PWY-Ethnicity"
"436","Ethnicity","South Asian",-1.63378622132935,0.514694662244249,393,352,0.00174224654830057,0.0103625535676631,"Ax","PWY-6700","queuosine biosynthesis","variable",40,"PWY-6700-Ethnicity"
"437","Ethnicity","South East Asian",-0.482786069686665,0.15212532080796,393,380,0.00175915250570716,0.0103625535676631,"Ax","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","variable",40,"PWY-7197-Ethnicity"
"438","Ethnicity","South East Asian",-0.530841945105509,0.170267400844818,393,381,0.0021147067608655,0.0121499515715181,"Ax","PWY-6151","S-adenosyl-L-methionine cycle I","variable",40,"PWY-6151-Ethnicity"
"439","Ethnicity","South East Asian",-1.32305336639266,0.43472679295128,393,356,0.00266025291566923,0.0147368904423669,"Ax","ANAGLYCOLYSIS-PWY","glycolysis III (from glucose)","variable",40,"ANAGLYCOLYSIS-PWY-Ethnicity"
"440","Ethnicity","South Asian",1.47540838497453,0.484298882364466,393,367,0.00263236872432496,0.0147368904423669,"Ax","PWY-6609","adenine and adenosine salvage III","variable",40,"PWY-6609-Ethnicity"
"441","Ethnicity","South Asian",-1.46551143960966,0.482385494377619,393,341,0.0027048722963838,0.0147368904423669,"Ax","TRPSYN-PWY","L-tryptophan biosynthesis","variable",40,"TRPSYN-PWY-Ethnicity"
"442","Ethnicity","South East Asian",-1.37554476040495,0.45484030423904,393,359,0.00282771936397596,0.0151450732036679,"Ax","PWY-5173","superpathway of acetyl-CoA biosynthesis","variable",40,"PWY-5173-Ethnicity"
"443","Ethnicity","South East Asian",-1.57165629887287,0.521826474663717,393,333,0.00293775072886833,0.0154721538387065,"Ax","PWY-2941","L-lysine biosynthesis II","variable",40,"PWY-2941-Ethnicity"
"444","Ethnicity","South Asian",-0.504660446935982,0.170914550561687,393,381,0.00355540867159936,0.0184181826266459,"Ax","PWY-6151","S-adenosyl-L-methionine cycle I","variable",40,"PWY-6151-Ethnicity"
"445","Ethnicity","South Asian",-0.892812424829782,0.303345928487773,393,368,0.00364133765414154,0.0185590757856246,"Ax","PWY-6163","chorismate biosynthesis from 3-dehydroquinate","variable",40,"PWY-6163-Ethnicity"
"446","Ethnicity","South Asian",-1.23542708236321,0.422530789525754,393,356,0.00386156397969782,0.0193691145648335,"Ax","TCA","TCA cycle I (prokaryotic)","variable",40,"TCA-Ethnicity"
"447","Ethnicity","South Asian",-0.999471245311672,0.343708958980497,393,377,0.00406273641450653,0.020059761046626,"Ax","PWY-5103","L-isoleucine biosynthesis III","variable",40,"PWY-5103-Ethnicity"
"448","Ethnicity","South East Asian",-0.905216683359888,0.312465920563924,393,369,0.00420071625144109,0.0204219436223905,"Ax","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","variable",40,"PWY0-166-Ethnicity"
"449","Ethnicity","South Asian",-0.921616778629042,0.320374917011541,393,374,0.00446458143783813,0.0213758747629826,"Ax","PANTO-PWY","phosphopantothenate biosynthesis I","variable",40,"PANTO-PWY-Ethnicity"
"450","Ethnicity","South East Asian",-1.20794447328798,0.423713025824421,393,351,0.00482630999315971,0.0227628948931115,"Ax","PWY66-400","glycolysis VI (metazoan)","variable",40,"PWY66-400-Ethnicity"
"451","Ethnicity","South Asian",-0.952500935098571,0.338049863606622,393,377,0.00533896788631455,0.0248104978246382,"Ax","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","variable",40,"BRANCHED-CHAIN-AA-SYN-PWY-Ethnicity"
"452","Ethnicity","South East Asian",-0.905140293537166,0.322038774763388,393,369,0.00545121181729071,0.0249649700617951,"Ax","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","variable",40,"PWY-7184-Ethnicity"
"453","Ethnicity","South East Asian",-1.00239159890015,0.360100962842992,393,367,0.00590399280738831,0.0262769257342917,"Ax","PWY-724","superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","variable",40,"PWY-724-Ethnicity"
"454","Ethnicity","South East Asian",-1.44595832211673,0.519091065387194,393,335,0.00586704169671493,0.0262769257342917,"Ax","PWY-7400","L-arginine biosynthesis IV (archaebacteria)","variable",40,"PWY-7400-Ethnicity"
"455","Ethnicity","South East Asian",-1.34219606552825,0.488847474050084,393,348,0.00660059875259971,0.028151311102622,"Ax","ARGININE-SYN4-PWY","L-ornithine de novo  biosynthesis","variable",40,"ARGININE-SYN4-PWY-Ethnicity"
"456","Ethnicity","South East Asian",-1.39449987489587,0.50866844601649,393,339,0.00668148206549572,0.028151311102622,"Ax","ARGSYN-PWY","L-arginine biosynthesis I (via L-ornithine)","variable",40,"ARGSYN-PWY-Ethnicity"
"457","Ethnicity","South East Asian",-0.394574269796022,0.143484858254235,393,383,0.0065433403857686,0.028151311102622,"Ax","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","variable",40,"PWY-7228-Ethnicity"
"458","Ethnicity","South Asian",-0.66178769575047,0.243063328161674,393,378,0.00706952971783701,0.0293943604057433,"Ax","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","variable",40,"PWY-6121-Ethnicity"
"459","Ethnicity","South East Asian",-0.829268582811898,0.314867560097861,393,362,0.00912077895018989,0.0341997451442889,"Ax","1CMET2-PWY","N10-formyl-tetrahydrofolate biosynthesis","variable",40,"1CMET2-PWY-Ethnicity"
"460","Ethnicity","South Asian",-0.458691109353656,0.17406222429208,393,384,0.00908405052660288,0.0341997451442889,"Ax","PWY-2942","L-lysine biosynthesis III","variable",40,"PWY-2942-Ethnicity"
"461","Ethnicity","South East Asian",-1.5977398597864,0.604783151982321,393,335,0.00891106776847217,0.0341997451442889,"Ax","PWY-3781","aerobic respiration I (cytochrome c)","variable",40,"PWY-3781-Ethnicity"
"462","Ethnicity","South East Asian",-1.33950658069034,0.508864108390295,393,359,0.00915426840443958,0.0341997451442889,"Ax","PWY-5100","pyruvate fermentation to acetate and lactate II","variable",40,"PWY-5100-Ethnicity"
"463","Ethnicity","South East Asian",-1.63076674971997,0.615910876455541,393,313,0.00876127190745673,0.0341997451442889,"Ax","PWY-5659","GDP-mannose biosynthesis","variable",40,"PWY-5659-Ethnicity"
"464","Ethnicity","South Asian",-0.675990339399691,0.256947713130003,393,377,0.00919929853564732,0.0341997451442889,"Ax","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","variable",40,"PWY-7229-Ethnicity"
"465","Ethnicity","South Asian",-0.701489641013445,0.271034148370235,393,376,0.0103768715073347,0.0374234657628897,"Ax","PWY-5686","UMP biosynthesis","variable",40,"PWY-5686-Ethnicity"
"466","Ethnicity","South Asian",-0.381629744641753,0.149822790851798,393,383,0.0116446082344763,0.0408855133566057,"Ax","PWY-7208","superpathway of pyrimidine nucleobases salvage","variable",40,"PWY-7208-Ethnicity"
"467","Ethnicity","South Asian",-1.32770578202253,0.522774378207322,393,333,0.0118623851035998,0.0411924581619509,"Ax","PWY-2941","L-lysine biosynthesis II","variable",40,"PWY-2941-Ethnicity"
"468","Ethnicity","South Asian",-0.750756683794954,0.297261907904019,393,377,0.0123506518167371,0.0419863051884281,"Ax","ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","variable",40,"ILEUSYN-PWY-Ethnicity"
"469","Ethnicity","South East Asian",-1.24725330141934,0.493952996437691,393,343,0.0123567290586197,0.0419863051884281,"Ax","PWY66-389","phytol degradation","variable",40,"PWY66-389-Ethnicity"
"470","Ethnicity","South East Asian",-1.09089754259617,0.440090211250082,393,376,0.0140359884859516,0.0462017954329241,"Ax","HISDEG-PWY","L-histidine degradation I","variable",40,"HISDEG-PWY-Ethnicity"
"471","Ethnicity","South Asian",-0.859680593865212,0.349320065975766,393,370,0.0147193602387516,0.0479517302623247,"Ax","PWY-7234","inosine-5'-phosphate biosynthesis III","variable",40,"PWY-7234-Ethnicity"
"472","Ever_Asthma_Diagnosis","Yes",2.12931890958889,0.661261809343696,393,328,0.00150528366733627,0.0198195682865943,"Ax","HSERMETANA-PWY","L-methionine biosynthesis III","variable",22,"HSERMETANA-PWY-Ever_Asthma_Diagnosis"
"473","Gender","Male",1.2999983984823,0.370452331273362,393,319,0.000556799678078831,0.0183701696967332,"Ax","ASPASN-PWY","superpathway of L-aspartate and L-asparagine biosynthesis","variable",96,"ASPASN-PWY-Gender"
"474","Gender","Male",1.31612404935317,0.371078524416242,393,319,0.000487321169903864,0.0183701696967332,"Ax","PANTOSYN-PWY","pantothenate and coenzyme A biosynthesis I","variable",96,"PANTOSYN-PWY-Gender"
"475","Gender","Male",1.30756121975432,0.371751441745343,393,367,0.000540765713804742,0.0183701696967332,"Ax","PWY-6609","adenine and adenosine salvage III","variable",96,"PWY-6609-Gender"
"476","Gender","Male",1.34476855773161,0.385561313435876,393,265,0.000599861924323774,0.0183701696967332,"Ax","PWY66-409","superpathway of purine nucleotide salvage","variable",96,"PWY66-409-Gender"
"477","Gender","Male",1.04974016218626,0.318443269715836,393,360,0.00116266896814767,0.0183701696967332,"Ax","SER-GLYSYN-PWY","superpathway of L-serine and glycine biosynthesis I","variable",96,"SER-GLYSYN-PWY-Gender"
"478","Gender","Male",0.93594079127056,0.298781828220839,393,365,0.00199650372839629,0.0262872990905512,"Ax","DAPLYSINESYN-PWY","L-lysine biosynthesis I","variable",96,"DAPLYSINESYN-PWY-Gender"
"479","Gender","Male",0.746897284093741,0.24339927932311,393,379,0.00245894990762377,0.026950093649868,"Ax","PWY-6897","thiamin salvage II","variable",96,"PWY-6897-Gender"
"480","Gender","Male",1.36258653444634,0.449718615338394,393,329,0.00277378871446642,0.0273728633915308,"Ax","PWY-4242","pantothenate and coenzyme A biosynthesis III","variable",96,"PWY-4242-Gender"
"481","Gender","Male",1.42854942903681,0.474462582354532,393,292,0.00294518150415205,0.0273728633915308,"Ax","PWY-5005","biotin biosynthesis II","variable",96,"PWY-5005-Gender"
"482","Hair_chemical_treatment_location","Professional",-1.32320532430014,0.404452730569454,393,370,0.00126812296220007,0.0203759418333164,"Ax","PWY-7234","inosine-5'-phosphate biosynthesis III","variable",40,"PWY-7234-Hair_chemical_treatment_location"
"483","Hair_chemical_treatment_location","Professional",-1.11280080782779,0.379480719058822,393,367,0.00377215606361477,0.0427150005742188,"Ax","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","variable",40,"PWY-841-Hair_chemical_treatment_location"
"484","Hair_covering_frequency","Daily",1.59733664222815,0.53394737348513,393,364,0.00314043835010658,0.036607141359852,"Ax","PWY0-162","superpathway of pyrimidine ribonucleotides de novo biosynthesis","variable",28,"PWY0-162-Hair_covering_frequency"
"485","Hair_covering_frequency","Daily",-2.21766246386907,0.744404442889351,393,322,0.00326385105710901,0.0368348905016588,"Ax","PWY0-1296","purine ribonucleosides degradation","variable",28,"PWY0-1296-Hair_covering_frequency"
"486","Hair_wash_last_time","This morning",-1.62649504285529,0.45177256986498,393,368,0.000407006563015927,0.0118460331235688,"Ax","PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","variable",72,"PEPTIDOGLYCANSYN-PWY-Hair_wash_last_time"
"487","Hair_wash_last_time","This morning",-1.69687582250004,0.473116021925156,393,368,0.000427384762166241,0.0118493661368073,"Ax","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","variable",72,"PWY-6387-Hair_wash_last_time"
"488","Hair_wash_last_time","Yesterday morning",-3.46174067465049,0.973929398438354,393,322,0.000477241748578023,0.0128738871689584,"Ax","PWY0-1296","purine ribonucleosides degradation","variable",17,"PWY0-1296-Hair_wash_last_time"
"489","Hair_wash_last_time","This morning",-1.58413826776216,0.48271810662421,393,377,0.00123285344387846,0.0222917332501122,"Ax","PWY-5103","L-isoleucine biosynthesis III","variable",72,"PWY-5103-Hair_wash_last_time"
"490","Hair_wash_last_time","This morning",-1.73416574437563,0.529023362830672,393,371,0.00124649611625769,0.0222917332501122,"Ax","PWY-6386","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","variable",72,"PWY-6386-Hair_wash_last_time"
"491","Hair_wash_last_time","This morning",-1.26003500914008,0.389327353941415,393,379,0.0014356430823067,0.0244280192158647,"Ax","PWY-7111","pyruvate fermentation to isobutanol (engineered)","variable",72,"PWY-7111-Hair_wash_last_time"
"492","Hair_wash_last_time","This morning",-1.46776115099031,0.456072019348472,393,367,0.00151932408371958,0.0250801856208038,"Ax","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","variable",72,"PWY-841-Hair_wash_last_time"
"493","Hair_wash_last_time","This morning",-2.73037101492422,0.850597025552621,393,350,0.00155872601737037,0.0253522202237004,"Ax","LACTOSECAT-PWY","lactose and galactose degradation I","variable",72,"LACTOSECAT-PWY-Hair_wash_last_time"
"494","Hair_wash_last_time","This morning",-1.4746573742707,0.475065998177246,393,377,0.00220780541127447,0.0301819720490153,"Ax","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","variable",72,"BRANCHED-CHAIN-AA-SYN-PWY-Hair_wash_last_time"
"495","Hair_wash_last_time","This morning",-1.39211998393697,0.450379678701372,393,374,0.002298363486649,0.0309998782467536,"Ax","PANTO-PWY","phosphopantothenate biosynthesis I","variable",72,"PANTO-PWY-Hair_wash_last_time"
"496","Hair_wash_last_time","This morning",-1.09463670682682,0.360800352121192,393,377,0.00275804980651595,0.03352091303304,"Ax","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","variable",72,"PWY-7229-Hair_wash_last_time"
"497","Hair_wash_last_time","This morning",-0.908842523557674,0.302675166488631,393,378,0.00304883163677365,0.0354948188449648,"Ax","PWY-6125","superpathway of guanosine nucleotides de novo biosynthesis II","variable",72,"PWY-6125-Hair_wash_last_time"
"498","Hair_wash_last_time","This morning",-1.02721794427456,0.343201382928955,393,378,0.00314288578003657,0.0361271106866606,"Ax","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","variable",72,"PWY-6121-Hair_wash_last_time"
"499","Hair_wash_last_time","This morning",-1.03468554865367,0.347538495021823,393,376,0.00329502781129515,0.0369224894830078,"Ax","PWY-6126","superpathway of adenosine nucleotides de novo biosynthesis II","variable",72,"PWY-6126-Hair_wash_last_time"
"500","Hair_wash_last_time","This morning",-1.43554888415266,0.495204549470483,393,370,0.00419084975941484,0.0443590636817501,"Ax","PWY-7234","inosine-5'-phosphate biosynthesis III","variable",72,"PWY-7234-Hair_wash_last_time"
"501","Hair_wash_last_time","This morning",-2.01992997345384,0.704374193524701,393,328,0.00460037641342784,0.0470317252620455,"Ax","PWY-6168","flavin biosynthesis III (fungi)","variable",72,"PWY-6168-Hair_wash_last_time"
"502","Hair_wash_last_time","This morning",-1.90902114639652,0.673338579622629,393,359,0.00507740186987757,0.0498338285858672,"Ax","SO4ASSIM-PWY","sulfate reduction I (assimilatory)","variable",72,"SO4ASSIM-PWY-Hair_wash_last_time"
