"","Site","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"325","Ub","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",-0.0885700617892651,0.577921430023113,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinSubclinical",0.867622031744203
"326","Fo","Routinely_shave_bikine_line_last_time_Today","1",11,"0","Routinely_shave_bikine_line_last_time_Today1",0.197531089973036,0.80668971174003,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.870858211537533
"327","Fo","Itchy_other_site_Yes","1",15,"0","Itchy_other_site_Yes1",-0.195672889966005,0.80341063302666,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinSubclinical",0.870858211537533
"328","Fo","Currently_have_acne_Yes","1",17,"0","Currently_have_acne_Yes1",0.164303085636907,0.80584887667672,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.870858211537533
"329","Ps","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.0305996371367394,0.67925979767137,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinSubclinical",0.872022713226759
"330","Ub","Itchy_legs_Yes","1",24,"0","Itchy_legs_Yes1",-0.329599357292611,0.612009499078303,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinSubclinical",0.880922763824832
"331","Ub","Swimming_regularly_Yes","1",24,"0","Swimming_regularly_Yes1",-0.32959935729261,0.612009499078304,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.880922763824832
"332","Ll","Hair_covering_frequency_Ocassionally","1",46,"0","Hair_covering_frequency_Ocassionally1",-0.831912941508137,0.194863188296715,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.880954617878477
"333","Ll","Creases_affected_by_itchy_skin_Yes","1",25,"0","Creases_affected_by_itchy_skin_Yes1",0.706219260111879,0.204010543087647,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinSubclinical",0.880954617878477
"334","Vf","Sensitive_other_site_Yes","1",13,"0","Sensitive_other_site_Yes1",1.35057626993554,0.0371155883674482,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinSubclinical",0.881495223726896
"335","Vf","Routinely_use_underarm_whitening_product_Yes","1",76,"0","Routinely_use_underarm_whitening_product_Yes1",-1.20983792127288,0.0341799299801673,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.881495223726896
"336","Ac","Currently_have_skin_conditions_not_described_above_Yes","1",169,"0","Currently_have_skin_conditions_not_described_above_Yes1",-0.708931048008115,0.171531024870764,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.887941623940481
"337","Ac","Current_or_past_acne_severity_Mild","1",77,"0","Current_or_past_acne_severity_Mild1",-0.631903555319221,0.177588324788096,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.887941623940481
"338","Ac","Hair_wash_last_time_Yesterday_evening","1",89,"0","Hair_wash_last_time_Yesterday_evening1",0.580800802045841,0.172654193365802,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.887941623940481
"339","Vf","Routinely_shave_underarms_last_time_Yesterday","1",32,"0","Routinely_shave_underarms_last_time_Yesterday1",0.958391876489467,0.0562669366322344,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.890893163343711
"340","Vf","Hair_chemical_treatment_location_Professional","1",38,"0","Hair_chemical_treatment_location_Professional1",0.940007258491474,0.0509598677420603,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.890893163343711
"341","Ll","Age_when_itchy_skin_began_Over_10_years_old","1",81,"0","Age_when_itchy_skin_began_Over_10_years_old1",-0.586198102216959,0.216725847735681,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinSubclinical",0.895171979777812
"342","Ps","Routinely_shave_underarms_last_time_Yesterday","1",31,"0","Routinely_shave_underarms_last_time_Yesterday1",0.176623535680861,0.707909487526259,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.896685350866594
"343","Fo","Body_odor_underarm_Yes","1",41,"0","Body_odor_underarm_Yes1",-0.0921152889077983,0.851692922360121,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinSubclinical",0.899009195824572
"344","Fo","Hair_covering_frequency_Never","1",125,"0","Hair_covering_frequency_Never1",-0.0767723598333253,0.848504352809119,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.899009195824572
"345","Ch","Itchy_skin_overall_Yes","1",58,"0","Itchy_skin_overall_Yes1",0.182321556794402,0.641968234757487,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinSubclinical",0.90811548241753
"346","Ch","Current_or_past_acne_severity_Mild","1",76,"0","Current_or_past_acne_severity_Mild1",-0.171271720607497,0.652494702676379,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.90811548241753
"347","Ch","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.0780154195743966,0.659578613545364,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinSubclinical",0.90811548241753
"348","Ch","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",0.0560228123519488,0.634500119662829,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinSubclinical",0.90811548241753
"349","Ax","Hair_covering_frequency_Never","1",124,"0","Hair_covering_frequency_Never1",-1.49995367918647,0.0339571943948302,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.912974002287398
"350","Ax","Sensitive_other_site_Yes","1",13,"0","Sensitive_other_site_Yes1",1.36910192185402,0.107037858611393,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinSubclinical",0.912974002287398
"351","Ax","Hair_covering_frequency_Ocassionally","1",43,"0","Hair_covering_frequency_Ocassionally1",1.34602046198098,0.0408401166088406,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.912974002287398
"352","Ax","Sensitive_scalp_Yes","1",15,"0","Sensitive_scalp_Yes1",1.19041980492856,0.157061663479879,"Sensitive_scalp","SkinSensitivity","Scalp","Character","Sensitive scalp","SkinSubclinical",0.912974002287398
"353","Ax","Ethnicity_South_East_Asian","1",36,"0","Ethnicity_South_East_Asian1",1.15267950993835,0.0873040030520661,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South East Asian)","Demographic",0.912974002287398
"354","Ax","Itchy_arms_Yes","1",25,"0","Itchy_arms_Yes1",1.14925602148686,0.113675955503831,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinSubclinical",0.912974002287398
"355","Ax","Creases_affected_by_itchy_skin_Yes","1",25,"0","Creases_affected_by_itchy_skin_Yes1",1.14925602148686,0.113675955503831,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinSubclinical",0.912974002287398
"356","Ax","Routinely_use_underarm_antiperspirant_Yes","1",26,"0","Routinely_use_underarm_antiperspirant_Yes1",1.09861228866811,0.129782535540478,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.912974002287398
"357","Ax","Routine_cosmetic_use_on_face_Yes","1",40,"0","Routine_cosmetic_use_on_face_Yes1",1.00822822719982,0.133361772053397,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.912974002287398
"358","Ax","Monthly_household_income_>=_6K","``1",100,"0","`Monthly_household_income_>=_6K`1",-1.00517828201422,0.165112319562608,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (>= 6K)","Demographics",0.912974002287398
"359","Ax","Monthly_household_income_<_6K","``1",77,"0","`Monthly_household_income_<_6K`1",1.00517828201421,0.165112319562614,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (< 6K)","Demographics",0.912974002287398
"360","Ax","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",0.99270726223736,0.0261397642123814,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinSubclinical",0.912974002287398
"361","Ax","Itchy_skin_in_the_last_week_Yes","1",41,"0","Itchy_skin_in_the_last_week_Yes1",0.974049566026326,0.14671661166623,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinSubclinical",0.912974002287398
"362","Ax","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",0.761334238572624,0.0353640055406048,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinSubclinical",0.912974002287398
"363","Ax","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",0.4367615219215,0.093367439710507,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinSubclinical",0.912974002287398
"364","Ax","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",0.243049713110489,0.107801223190275,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinSubclinical",0.912974002287398
"365","Ax","Age","NotApplicable",999,"NotApplicable","Age",0.0530511242450699,0.094927695405104,"Age","Demographic","Demographics","Numeric","Age","Demographic",0.912974002287398
"366","Ps","Routinely_shave_underarms_last_time_Today","1",23,"0","Routinely_shave_underarms_last_time_Today1",-0.200021133893708,0.730639522389805,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Today)","SkinBehavior",0.913299402987257
"367","Ub","Current_skin_condition_severity_Mild","1",16,"0","Current_skin_condition_severity_Mild1",-0.316669609284198,0.685459333916621,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.916261785514329
"368","Ub","Itchy_other_site_Yes","1",15,"0","Itchy_other_site_Yes1",0.28983492581309,0.668318381306426,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinSubclinical",0.916261785514329
"369","Ub","Ever_have_had_eczema_Yes","1",44,"0","Ever_have_had_eczema_Yes1",0.19306609607694,0.667571404814696,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.916261785514329
"370","Ub","Sensitive_face_Yes","1",39,"0","Sensitive_face_Yes1",0.166573278316763,0.723364567511311,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinSubclinical",0.916261785514329
"371","Ub","Hair_chemical_treatment_location_Professional","1",39,"0","Hair_chemical_treatment_location_Professional1",0.166573278316762,0.723364567511313,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.916261785514329
"372","Ub","Monthly_household_income_<_6K","``1",78,"0","`Monthly_household_income_<_6K`1",0.161932820269315,0.686694003926074,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (< 6K)","Demographics",0.916261785514329
"373","Ub","Monthly_household_income_>=_6K","``1",102,"0","`Monthly_household_income_>=_6K`1",-0.161932820269311,0.68669400392608,"Monthly_household_income","Demographics","Demographics","Character","Monthly household income (>= 6K)","Demographics",0.916261785514329
"374","Ub","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",-0.152202620675502,0.700813203900197,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.916261785514329
"375","Ub","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.0518652045068465,0.721031791530422,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.916261785514329
"376","Ub","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",22,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",-0.215910246719778,0.741146265694384,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.919997568764395
"377","Ub","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",0.0689335746440009,0.745682239945878,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinSubclinical",0.919997568764395
"378","Ub","Currently_have_skin_conditions_not_described_above_Yes","1",171,"0","Currently_have_skin_conditions_not_described_above_Yes1",0.161119349143302,0.780526989025611,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.92022397115401
"379","Ub","Routinely_use_underarm_antiperspirant_Yes","1",28,"0","Routinely_use_underarm_antiperspirant_Yes1",0.147920196740203,0.782604358533234,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.92022397115401
"380","Ub","Ethnicity_South_Asian","1",40,"0","Ethnicity_South_Asian1",0.128366591222023,0.784612017510261,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South Asian)","Demographic",0.92022397115401
"381","Ub","Suffered_from_dry_skin_in_the_last_year_Yes","1",52,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",0.120811826601712,0.77931602986506,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinSubclinical",0.92022397115401
"382","Ub","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",0.0364807458523646,0.796341213122934,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinSubclinical",0.922590429837545
"383","Ub","Ever_have_had_itchy_skin_Yes","1",91,"0","Ever_have_had_itchy_skin_Yes1",-0.0953101725005386,0.80628938682356,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinSubclinical",0.922861346364316
"384","Ps","Currently_have_skin_conditions_not_described_above_Yes","1",171,"0","Currently_have_skin_conditions_not_described_above_Yes1",0.168749479248761,0.749538997751655,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.924755906316977
"385","Ps","Currently_have_fungal_FeetBodyGroin_Yes","1",12,"0","Currently_have_fungal_FeetBodyGroin_Yes1",-0.24307776621533,0.759973132851012,"Currently_have_fungal_FeetBodyGroin","SkinCondition","General","Character","Currently have fungal FeetBodyGroin","SkinDisease",0.925608302831361
