"Taxa","Taxa_category","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"s__Staphylococcus_phage_StB27","Bacteriophage","Body_sites_affected_by_eczema_Hands_and_feet","1",3,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-0.181818181818182,0.464272993911741,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",-0.166666666666667,0.56903312490074,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",-0.153846153846154,0.699938605811568,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Topical_antimicrobial_use_in_the_last_month_Yes","1",4,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",0.15,0.507113615626732,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Hair_wash_last_time_Yesterday_evening","1",4,"0","Hair_wash_last_time_Yesterday_evening1",0.15,0.507113615626732,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Itchy_skin_in_the_last_week_Yes","1",4,"0","Itchy_skin_in_the_last_week_Yes1",0.15,0.507113615626732,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Routinely_shave_underarms_last_time_Yesterday","1",4,"0","Routinely_shave_underarms_last_time_Yesterday1",0.15,0.507113615626732,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Ever_have_had_itchy_skin_Yes","1",5,"0","Ever_have_had_itchy_skin_Yes1",0.0888888888888892,0.678503078416852,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Age_when_itchy_skin_began_Over_10_years_old","1",5,"0","Age_when_itchy_skin_began_Over_10_years_old1",0.0888888888888892,0.678503078416852,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Hair_covering_frequency_Daily","1",5,"0","Hair_covering_frequency_Daily1",0.0888888888888892,0.678503078416853,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Daily)","SkinBehavior",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Routinely_use_underarm_whitening_product_Yes","1",5,"0","Routinely_use_underarm_whitening_product_Yes1",0.0888888888888892,0.678503078416853,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",-0.0851063829787234,0.412182162844325,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",-0.0769230769230771,0.699938605811568,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",-0.0318471337579618,0.577897548420867,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",-0.0307692307692309,0.699938605811568,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.027892561983471,0.652751288043072,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",-0.0256410256410257,0.699938605811568,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",-0.0251572327044025,0.65903103448323,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinDiscomfort",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",-0.0172130768126361,0.430936601577043,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",-0.00754716981132074,0.341837326136344,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",-0.00518301506966092,0.246404001552679,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.839926326973881
"s__Staphylococcus_phage_StB27","Bacteriophage","Age","NotApplicable",999,"NotApplicable","Age",0.00490666666666666,0.565976039801061,"Age","Demographics","Demographics","Numeric","Age","Demographics",0.839926326973881
"s__Dermacoccus_sp_Ellin185","Bacteria","Current_or_past_acne_severity_Severe","1",3,"0","Current_or_past_acne_severity_Severe1",1.07692307692308,0.365284848597661,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Routinely_shave_bikine_line_last_time_Today","1",3,"0","Routinely_shave_bikine_line_last_time_Today1",1.07692307692308,0.365284848597661,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Current_skin_condition_severity_Severe","1",3,"0","Current_skin_condition_severity_Severe1",-1.07692307692308,0.365284848597661,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Severe)","SkinDisease",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Itchy_arms_Yes","1",7,"0","Itchy_arms_Yes1",-0.914285714285715,0.264754144812368,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Hair_covering_frequency_Ocassionally","1",12,"0","Hair_covering_frequency_Ocassionally1",0.816666666666667,0.226593084431778,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Itchy_legs_Yes","1",6,"0","Itchy_legs_Yes1",-0.777777777777778,0.374409015113955,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","History_of_skin_medical_treatment_Yes","1",6,"0","History_of_skin_medical_treatment_Yes1",-0.777777777777776,0.374409015113957,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Ethnicity_South_Asian","1",5,"0","Ethnicity_South_Asian1",0.756756756756757,0.424255725640678,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South Asian)","Demographics",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Ever_Asthma_Diagnosis_Yes","1",4,"0","Ever_Asthma_Diagnosis_Yes1",0.736842105263159,0.481058737111651,"Ever_Asthma_Diagnosis","GeneralHealth_skin","ImmuneDiease","Character","Ever Asthma Diagnosis","GeneralHealth_skin",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Face_wash_last_time_This_morning","1",39,"0","Face_wash_last_time_This_morning1",0.717948717948722,0.547296321324194,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Face_wash_last_time_Yesterday_evening","1",3,"0","Face_wash_last_time_Yesterday_evening1",-0.717948717948719,0.547296321324196,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Body_odor_overall_Yes","1",11,"0","Body_odor_overall_Yes1",-0.697947214076247,0.315923344435418,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Body_odor_underarm_Yes","1",11,"0","Body_odor_underarm_Yes1",-0.697947214076247,0.315923344435418,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Routinely_use_underarm_deodorant_Yes","1",11,"0","Routinely_use_underarm_deodorant_Yes1",-0.697947214076247,0.315923344435418,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Suffered_from_dry_skin_in_the_last_year_Yes","1",11,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",-0.697947214076247,0.315923344435418,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Creases_affected_by_itchy_skin_Yes","1",6,"0","Creases_affected_by_itchy_skin_Yes1",0.583333333333334,0.506227943291552,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Hair_chemical_treatment_Yes","1",18,"0","Hair_chemical_treatment_Yes1",0.583333333333334,0.345824127099622,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Routine_cosmetic_use_on_face_Yes","1",7,"0","Routine_cosmetic_use_on_face_Yes1",-0.571428571428573,0.487892269381751,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Routinely_shave_underarms_Yes","1",14,"0","Routinely_shave_underarms_Yes1",0.571428571428571,0.379377347528721,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Ethnicity_South_East_Asian","1",9,"0","Ethnicity_South_East_Asian1",-0.565656565656567,0.449373266926723,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South East Asian)","Demographics",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Hair_covering_frequency_Never","1",25,"0","Hair_covering_frequency_Never1",-0.527058823529412,0.398723081598857,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Current_or_past_acne_severity_Mild","1",20,"0","Current_or_past_acne_severity_Mild1",-0.445454545454546,0.468535803862774,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Sensitive_skin_overall_Yes","1",16,"0","Sensitive_skin_overall_Yes1",-0.4375,0.488920087642381,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Gender_Female","1",18,"0","Gender_Female1",-0.388888888888889,0.530979994354057,"Gender","Demographics","Demographics","Character","Gender (Female)","Demographics",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Hair_length_>_5cm","``1",24,"0","`Hair_length_>_5cm`1",-0.388888888888889,0.530979994354058,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Gender_Male","1",24,"0","Gender_Male1",0.388888888888889,0.530979994354058,"Gender","Demographics","Demographics","Character","Gender (Male)","Demographics",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Hair_length_<_5cm","``1",16,"0","`Hair_length_<_5cm`1",0.370192307692307,0.558510415181526,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Ever_have_had_itchy_skin_Yes","1",23,"0","Ever_have_had_itchy_skin_Yes1",-0.352402745995424,0.568158741998002,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",-0.298387096774194,0.333566894392983,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",-0.216783216783216,0.285389605237206,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",-0.178297278436846,0.293245941799182,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",-0.171523178807947,0.46461359093984,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",-0.149119213437115,0.568125197982406,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",-0.149119213437115,0.568125197982406,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",-0.125964010282776,0.306215770489297,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.84276880063037
"s__Dermacoccus_sp_Ellin185","Bacteria","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",-0.112903225806452,0.490551949589015,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinDiscomfort",0.84276880063037
